country,countryiso3code,population_2022,population_2021,population_2020,population_2019,population_2018,population_2017,population_2016,population_2015,gdp_2022,gdp_2021,gdp_2020,gdp_2019,gdp_2018,gdp_2017,gdp_2016,gdp_2015,unemployment_rate_2022,unemployment_rate_2021,unemployment_rate_2020,unemployment_rate_2019,unemployment_rate_2018,unemployment_rate_2017,unemployment_rate_2016,unemployment_rate_2015,inflation_rate_2022,inflation_rate_2021,inflation_rate_2020,inflation_rate_2019,inflation_rate_2018,inflation_rate_2017,inflation_rate_2016,inflation_rate_2015,exports_2022,exports_2021,exports_2020,exports_2019,exports_2018,exports_2017,exports_2016,exports_2015,gdp_per_capita_2022,gdp_per_capita_2021,gdp_per_capita_2020,gdp_per_capita_2019,gdp_per_capita_2018,gdp_per_capita_2017,gdp_per_capita_2016,gdp_per_capita_2015,life_expectancy_2022,life_expectancy_2021,life_expectancy_2020,life_expectancy_2019,life_expectancy_2018,life_expectancy_2017,life_expectancy_2016,life_expectancy_2015,pm25_air_pollution_2022,pm25_air_pollution_2021,pm25_air_pollution_2020,pm25_air_pollution_2019,pm25_air_pollution_2018,pm25_air_pollution_2017,pm25_air_pollution_2016,pm25_air_pollution_2015,education_expenditure_2022,education_expenditure_2021,education_expenditure_2020,education_expenditure_2019,education_expenditure_2018,education_expenditure_2017,education_expenditure_2016,education_expenditure_2015,undernourishment_rate_2022,undernourishment_rate_2021,undernourishment_rate_2020,undernourishment_rate_2019,undernourishment_rate_2018,undernourishment_rate_2017,undernourishment_rate_2016,undernourishment_rate_2015,health_expenditure_2022,health_expenditure_2021,health_expenditure_2020,health_expenditure_2019,health_expenditure_2018,health_expenditure_2017,health_expenditure_2016,health_expenditure_2015,infant_mortality_rate_2022,infant_mortality_rate_2021,infant_mortality_rate_2020,infant_mortality_rate_2019,infant_mortality_rate_2018,infant_mortality_rate_2017,infant_mortality_rate_2016,infant_mortality_rate_2015
Equatorial Guinea,GNQ,1674908,1634466,1596049,1553031,1502091,1450694,1398927,1346973,13486788878.9757,12215878032.7166,9893816007.7398,11364133549.7478,13097012133.6159,12200913878.9827,11240808847.8878,13185496881.0174,8.746,9.194,9.075,8.367,8.256,8.329,8.232,8.178,4.78671704710803,-0.0971007664640198,4.76669523944228,1.53027528964189,1.06007410662171,0.74435474661241,1.41193915479015,1.67663085315988,7719516874.01492,5512726595.33217,4041173655.70763,5810566663.64454,7807722846.25857,7181836773.61884,5779217937.37982,7470701298.60658,8052.25652929933,7473.92606069296,6198.94251851904,7317.39002617962,8719.18687590562,8410.39797433692,8035.3076664385,9788.98380369718,61.19,60.594,60.708,61.644,61.191,60.821,60.479,60.103,NA,NA,35.3790521811967,31.5523784625482,31.3913053457764,32.7521931809298,36.5313373748734,38.4946753401213,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,255.56524658,246.76673889,231.83953857,248.69200134,231.0456543,229.76306152,229.11935425,55.1,56.7,58.4,60.1,62,64,65.8,67.8
Eritrea,ERI,3684032,3620312,3555868,3498818,3445374,3396933,3365287,3340006,NA,NA,NA,NA,NA,NA,NA,NA,5.941,6.341,6.307,5.789,5.758,5.879,5.83,5.793,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,66.604,66.536,67.133,67.3,67.067,66.577,66.289,66.033,NA,NA,32.3515206386852,36.2661285542054,41.5613821480188,41.4045411789422,39.6073262193782,41.1496360897538,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,25.36040497,24.70353127,25.98394394,24.02440262,22.35861588,23.64590836,26.82466125,28,28.9,29.7,30.5,31.4,32.2,33.1,34.1
Estonia,EST,1348840,1330932,1329522,1326898,1321977,1317384,1315790,1315407,37921480881.5429,36864792511.6351,31330419851.1487,31290453293.545,30624720196.229,26924385103.0659,24072829276.7744,22890762090.1508,5.571,6.178,6.956,4.514,5.412,5.807,6.882,6.412,19.3982634080616,4.65316673847473,-0.44453109767983,2.27725931243522,3.43632688420446,3.41723549488054,0.148684907627373,-0.49232600654737,32529707578.718,29591035406.6236,21684106552.8623,22954537118.5804,22761485754.8768,20411337063.7789,18537893089.3891,17725575721.5992,28114.1431760201,27698.4793450267,23565.1759437969,23581.656836882,23165.8494786437,20437.765376736,18295.3429322114,17402.0376128079,77.9439024390244,76.9439024390244,78.5951219512195,78.6463414634147,78.2439024390244,78.0926829268293,77.6414634146342,77.590243902439,NA,NA,6.14573290973003,6.84482514683862,7.7966811057876,6.15485238171865,6.87835279660374,7.18496063252666,NA,5.2632098197937,5.52696990966797,5.26041984558105,5.23997020721436,4.96131992340088,5.15763998031616,5.14418983459473,NA,2.5,2.5,2.5,2.5,2.5,2.5,2.5,1986.31225586,2094.50317383,1789.03479004,1599.3503418,1553.43347168,1350.12646484,1226.0859375,1156.20275879,1.5,1.5,1.7,1.8,1.9,2.1,2.3,2.4
Eswatini,SWZ,1201670,1192271,1180655,1169613,1160428,1151390,1142524,1133936,4790922788.70864,4850842540.99267,3982236693.8316,4495267265.76464,4666598024.18411,4402969225.92165,3816019193.16561,4063245671.29285,37.852,35.707,34.232,29.049,26.983,24.83,22.718,23.279,NA,NA,NA,2.59801620311077,4.81506167461513,6.22137528933118,7.8472745908568,4.95124493704919,2099916839.23325,2137033463.46773,1788682373.85017,2051994946.78479,1886791240.24743,1915868748.78089,1681301232.23517,1751537858.04508,3986.88723918267,4068.57378984532,3372.90461128068,3843.38004601919,4021.4455564534,3824.04678338499,3339.99040122187,3583.31129031343,56.36,57.066,59.692,60.549,59.411,57.895,56.659,55.019,NA,NA,18.7831211422857,21.1666365348853,20.4243293115739,20.2613215828667,18.9203780644377,21.048617578007,5.69260597229004,5.28714895248413,5.36010456085205,5.69914817810059,5.73687362670898,6.17791414260864,5.43355321884155,5.35494709014893,NA,11.6,11.9,12.1,12.9,13.7,14.5,14.4,NA,279.91430664,222.53158569000001,274.94509888,266.45422363,267.07046509,227.801651,252.67782593,39.7,40.8,43.4,43,44.5,48.2,47.3,49.5
Ethiopia,ETH,123379924,120283026,117190911,114120594,111129438,108197950,105293228,102471895,126772703047.701,111261882958.426,107657734392.446,95912607722.3032,84269196625.8784,81770886825.6048,74296745207.8721,64589328550.5953,3.493,3.935,4.024,2.945,2.825,2.678,2.566,2.45,33.8898797100898,26.8395221557722,20.3563468559061,15.8096321719344,13.8330356586661,10.6871150284238,6.62813337230924,9.56889955968623,10451093940.5472,8491174951.53881,7672983060.57996,7615438618.00348,7055586688.75777,6238602381.7425,5804121546.5048,6047701382.62093,1027.49863136325,925.00069759158,918.652594077418,840.449601255171,758.29769449458,755.752644348666,705.617508543589,630.312619383054,65.645,64.975,65.371,65.838,65.412,64.838,64.392,63.649,NA,NA,27.3053276470482,28.6876946331346,30.2623392192692,30.4120665058652,30.9271256840247,31.4436090208599,3.73649501800537,4.06524896621704,4.09056520462036,4.48086929321289,5.22011184692383,5.49905061721802,5.06151390075684,5.15336132049561,NA,21.9,22.3,20.7,18,15.5,14.1,14.5,NA,26.47735214,28.69671059,26.22917175,23.84538269,24.51061249,24.67317772,23.53430557,33.9,35,36.1,37.3,38.6,40.1,41.8,43.6
Faroe Islands,FRO,53090,52889,52415,51681,50955,50230,49500,48816,3555929833.05051,3655063937.93145,3262045883.37293,3266432734.22819,3188600927.46688,2980057377.87967,2813278868.78208,2573905971.05459,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2218833060.68044,1923044806.09781,1551767675.22369,1821680268.24413,1684155449.442,1679718268.94666,1534259159.40032,1369742477.11807,66979.2773224808,69108.2065823035,62234.9686802048,63203.7447848956,62576.8016380509,59328.2376643374,56833.9165410522,52726.6873782078,83.3,83.0975609756098,82.8975609756098,82.6463414634146,82.4951219512195,82.2439024390244,82.0439024390244,81.7926829268293,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Fiji,FJI,929766,924610,920422,918465,918996,919019,918371,917200,4979979531.2725,4305031649.74189,4432466219.87685,5444407198.13478,5581425327.44397,5353469174.47838,4930213644.36653,4682479893.97558,4.481,4.678,4.623,4.38,4.34,4.328,4.32,4.292,4.52019266394958,0.155855722131516,-2.5952432588738,1.77310182460282,4.08147637644526,3.3475783475784,3.86322538221269,1.37488542621438,2394014373.53474,1173264407.55073,1233536440.57442,2638408845.05736,2665063380.88896,2463429089.80949,2299808659.58593,2286771260.89921,5356.16438036291,4656.0513619168,4815.68912941764,5927.72418996345,6073.39458217878,5825.19966886254,5368.43350276363,5105.18959221062,68.312,67.114,67.924,67.893,67.81,67.79,67.24,66.844,NA,NA,12.4187981716598,12.9123773053208,12.7353038744821,12.3080401904933,12.3284242671983,11.9373871022014,3.93839550018311,4.85268640518188,5.80519533157349,5.15273189544678,4.79706048965454,4.65119171142578,4.83590269088745,4.80931758880615,NA,6.6,5.9,5.7,6.9,8.4,8.9,9.2,NA,250.02554321,231.98277283,253.74330139,249.3664856,185.6439209,176.06861877,169.72981262,23.6,23.3,22.6,21.6,20.5,19.5,18.7,18.2
Finland,FIN,5556106,5541017,5529543,5521606,5515525,5508214,5495303,5479531,281887430795.721,296470417085.267,271886077382.102,268514916972.549,275708001767.843,255647979916.471,240771351298.833,234534382384.766,6.719,7.606,7.759,6.695,7.361,8.64,8.818,9.376,7.12350773301402,2.19457432340007,0.290554555653239,1.02409392963431,1.08382098409305,0.754015047084346,0.356684500891695,-0.207928839905268,128023335132.296,117039250124.029,97301402129.1832,107085573184.314,106061524525.49,95994657970.5884,83813596801.1675,83041492298.8281,50734.7107480889,53504.6936483441,49169.7193388499,48629.8582283032,49987.6261584968,46412.1364777169,43814.0265056965,42801.9081167285,81.1878048780488,81.8853658536585,81.9317073170732,81.9829268292683,81.7341463414634,81.6317073170732,81.4292682926829,81.4804878048781,NA,NA,4.89518090216668,5.37867032806067,5.49695736300986,5.12673961318144,5.27813456745499,5.62500854589343,NA,6.53825998306274,6.6349401473999,6.41695022583008,6.27557992935181,6.36311006546021,6.85153007507324,7.03208017349243,NA,2.5,2.5,2.5,2.5,2.5,2.5,2.5,NA,5488,4736,4460,4522,4236,4109,4128,1.9,1.9,1.9,1.9,1.9,1.9,2,2
France,FRA,67971311,67764304,67571107,67388001,67158348,66918020,66724104,66548272,2779092236505.85,2959355819170.5,2647418691598.45,2728870246705.88,2790956878746.66,2595151045197.65,2472964344587.17,2439188643162.5,7.308,7.874,8.01,8.415,9.018,9.41,10.057,10.354,5.22236748369735,1.64233141038385,0.476498852725066,1.10825492288294,1.85081508315502,1.03228275064662,0.18333486112386,0.0375143805125182,963967041638.136,888842353166.652,723479579565.761,862106200525.489,885114776507.45,803163777629.413,748010809661.091,746211770692.968,40886.2532680273,43671.3084099631,39179.7442596057,40494.8982936276,41557.8548588876,38781.0494870836,37062.5335723829,36652.9223052178,82.2292682926829,82.3243902439024,82.1756097560976,82.8268292682927,82.6756097560976,82.5756097560976,82.5731707317073,82.3219512195122,NA,NA,9.60038144780495,9.82524600527018,10.4599453286038,10.4583123660264,10.508154814077,11.3442976642006,NA,5.43038988113403,5.65981006622314,5.35443019866943,5.40716981887817,5.45160007476807,5.40805816650391,5.44642734527588,NA,2.5,2.5,2.5,2.5,2.5,2.5,2.5,NA,5380.875,4755.44042969,4504.48486328,4666.97998047,4410.59912109,4256.765625,4201.78173828,3.3,3.3,3.3,3.3,3.3,3.3,3.3,3.2
French Polynesia,PYF,306279,304032,301920,299717,297606,295450,293541,291787,5814661208.90544,6150640646.38319,5792545870.80614,6022276196.13871,6135116253.33452,5833352692.7995,5497036476.8031,5325846361.81186,11.911,12.492,12.879,11.536,11.553,11.554,11.699,11.776,NA,NA,NA,NA,NA,NA,NA,NA,1226708759.69725,805906228.022513,654183958.133449,1240128736.0656,1287096391.80933,1140826361.22749,1078113650.99587,1044598993.64811,18984.8510962405,20230.2410482554,19185.6977702906,20093.2085805567,20614.8943681731,19743.9590211525,18726.6394704764,18252.5142032094,83.55,79.486,82.217,82.996,82.783,82.618,82.488,82.354,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5.1,5.4,5.9,6.3,6.5,6.1,5.7,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Gabon,GAB,2388992,2341179,2292573,2242785,2192012,2140215,2086206,2028517,21071739227.9422,20217946921.2065,15314577167.8211,16874405460.1955,16867326389.8704,14929487485.1623,14023890265.3665,14383107762.6952,20.501,21.233,21.273,20.426,20.502,20.351,20.165,19.994,4.23124798274579,1.0869074651941,1.35276110675333,2.46456756151187,4.74906652083221,2.65192583143902,2.10670712784054,-0.338795188753406,12934645038.4883,11229488167.8607,7275153456.62075,8678687828.8877,9158802458.42339,7498596948.54146,6175468782.21868,6620833388.51661,8820.34733809998,8635.79714374956,6680.08267035383,7523.8622784598,7694.90604516325,6975.69519191402,6722.19822269059,7090.45463394942,65.694,65.821,66.531,66.603,66.306,66.189,65.802,65.46,NA,NA,29.9548734558765,27.5241895785238,27.0383051447292,27.1691084203468,29.7679660664056,30.7390246342706,2.20773649215698,2.70079278945923,3.39874076843262,2.8743097782135,3.07154297828674,3.55570793151855,2.66773080825806,2.82435989379883,NA,23,22.1,20.9,19.5,18.4,17.4,16.3,NA,233.87103271,228.02458191,208.28834534,211.22572327,193.97592163,208.90524292,188.42417908,28.8,29.5,29.9,31.2,32.4,33.4,34.1,35.4
"Gambia, The",GMB,2705992,2639916,2573995,2508883,2444916,2381182,2317206,2253133,2175099789.97829,2014158842.65394,1812170891.19069,1813609692.49994,1670671327.81651,1504909462.69521,1484578885.97132,1378176608.93204,6.082,6.206,5.858,4.532,4.127,5.162,6.299,7.271,11.5131198380506,7.37034758876618,5.93127636562441,7.11567625631192,6.52096823946573,8.03418974545911,7.22879272057922,6.8084549457961,100387472.865412,133283632.527104,174363311.784513,341709419.758649,362977228.194322,252666102.954695,236218944.858367,270072079.824199,803.808655006479,762.963231653559,704.030462837221,722.875356284026,683.324632754874,632.001024153219,640.676265282984,611.67121911225,62.906,62.083,62.612,63.755,63.04,62.995,63.013,62.494,NA,NA,58.3640402179659,54.8732916241171,59.2734928704383,64.5390631748347,58.7910560945535,63.7503934261079,2.74282312393188,3.04477691650391,2.88734579086304,2.80809712409973,2.36544394493103,2.45919442176819,2.17479729652405,2.19235181808472,NA,19.6,18.7,18.3,17.8,17.6,16.7,15.9,NA,24.62883568,26.24802017,22.83255005,22.84936142,21.2003746,20.47114944,19.42744446,32.8,33.7,34.5,35.4,36.4,37.4,38.4,39.5
Georgia,GEO,3712502,3708610,3722716,3720161,3726549,3728004,3727505,3725276,24984568959.605,18853115588.8106,16010869215.68,17638337116.9126,17902544880.6471,16473125375.0684,15444548901.9637,15223796148.8396,11.657,11.794,11.73,11.565,12.667,13.939,16.604,16.506,11.8981654203198,9.56691433824769,5.2024648897534,4.85289821696723,2.6152447139767,6.03531725272117,2.13492713939121,4.00357820695097,13111621768.0543,8045446645.34757,5908062642.69865,9578376986.37911,8896766541.72421,7557302009.68942,6177710295.87299,6110413018.39917,6729.84659930283,5083.60695484577,4300.85701291207,4741.2832715876,4804.0546040444,4418.75206546679,4143.40125686315,4086.6223465965,71.587,71.694,72.765,73.47,73.341,73.57,73.569,73.297,NA,NA,17.0438421058507,17.6183021493385,18.4542384404894,18.5342689563052,19.3139668885259,20.3304736500391,3.75498008728027,3.59441995620728,3.8498592376709,3.82985997200012,3.46094989776611,3.52442002296448,3.52338004112244,3.16487407684326,NA,2.9,3,3.1,3.1,3.7,3.7,3.6,484,417,355,309,332,304,321,294,8.3,8.4,8.5,8.6,8.8,8.9,9.1,9.3
Germany,DEU,83797985,83196078,83160871,83092962,82905782,82657002,82348669,81686611,4082469490797.68,4278503934689.85,3887727161914.41,3889177589254.9,3974443355019.6,3690849152517.65,3469853463945.53,3357585719351.56,3.135,3.638,3.856,3.136,3.384,3.746,4.122,4.624,6.87257438551097,3.06666666666673,0.144877925813982,1.44565976888253,1.73216879766942,1.50949485109628,0.491747008445174,0.514426137125456,2078953894568.1,2022856127949.58,1690266347671.6,1832875313819.6,1880263808511.37,1740716687374.12,1598674707103.9,1575404010475.78,48717.9911402128,51426.7503654421,46749.4762280016,46805.1384334439,47939.2782884504,44652.5891722719,42136.1207907991,41103.2564363768,80.7056097560976,80.790243902439,81.0414634146342,81.2926829268293,80.8926829268293,80.9926829268293,80.990243902439,80.6414634146341,NA,NA,10.2876894329414,10.6378495266542,11.6526030992972,11.8978451129639,11.7806958987308,12.8253525089793,4.54389047622681,5.45488977432251,5.59038019180298,5.11552000045776,4.97933006286621,4.87182998657227,4.83923006057739,4.85515022277832,NA,2.5,2.5,2.5,2.5,2.5,2.5,2.5,6191.03515625,6626.00488281,5936.25146484,5486.98876953,5511.21435547,5070.19580078,4746.87011719,4627.35791016,3,3.1,3.1,3.2,3.2,3.2,3.3,3.3
Ghana,GHA,33475870,32833031,32180401,31522290,30870641,30222262,29554303,28870939,74263364041.8742,79524421861.2743,70043095503.6675,68337969247.7067,67298914624.3723,60405924078.7278,56164929304.8754,49406010054.2663,3.084,3.338,3.285,3.156,3.251,3.369,5.237,6.806,31.2558951049016,9.9710886750444,9.88728956269944,7.14364003330857,7.80876516610703,12.3719215507048,17.4546347070868,17.1499695007878,25742684855.6646,23901159997.9331,22081380379.4401,25592296037.4457,22514781525.846,20463639259.8332,17519660715.5782,16714895486.5637,2218.41475790993,2422.08591285021,2176.57621804239,2167.92527597794,2180.02971251463,1998.72279840363,1900.39769521465,1711.27132561453,63.945,63.795,64.114,64.74,64.122,64.013,63.89,63.175,NA,NA,54.2427873097724,49.6566317016668,56.0041825783104,60.3590341738153,62.8889642906448,68.0112284884927,2.90529441833496,3.41949439048767,3.40915989875793,3.15307116508484,3.01595592498779,3.18611741065979,3.45474433898926,3.68874549865723,NA,4.9,5.1,5.7,6.5,7.6,8.3,8.2,NA,100.00096893,87.4445343,93.18772125,82.98774719,74.56986237,64.43041229,77.74266815,31.6,32.5,33.4,34.4,35.5,36.6,37.9,39.2
Gibraltar,GIB,32649,32669,32709,32685,32648,32602,32565,32520,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,82.83,79.329,82.198,82.363,82.154,81.83,81.702,80.427,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Greece,GRC,10426919,10569207,10698599,10721582,10732882,10754679,10775971,10820883,217581324512.059,214667807441.202,188480337285.605,205252760889.364,212049447242.111,199844406013.531,193148146586.933,195683527003.375,12.426,14.657,15.899,17.045,19.179,21.414,23.514,24.981,9.64525981280632,1.22382501019854,-1.24798355581405,0.253007522038157,0.62562141345364,1.12125452031419,-0.825653978390973,-1.73588804765284,106912564752.602,87888863543.7699,60434496175.0476,82328450373.7254,82684241851.0211,70013677525.7613,60431141888.9686,62867562248.0769,20867.2690861087,20310.6824798873,17617.2915057014,19143.8876174584,19756.990456255,18582.0893411631,17923.9668134716,18083.8779056547,80.6365853658537,80.0829268292683,81.2878048780488,81.6390243902439,81.7878048780488,81.2878048780488,81.3878048780488,81.0365853658537,NA,NA,14.4089280374361,14.9419055519621,15.5840100248101,15.6724100278411,15.7750345686768,17.2372072771469,NA,4.08201456069946,4.49500036239624,3.58612990379333,3.59734010696411,3.47708988189697,4.01561069488525,3.66139006614685,NA,2.5,2.5,2.5,2.5,2.5,2.5,2.5,NA,1845.77563477,1675.11706543,1569.02905273,1603.07788086,1509.7845459,1513.25915527,1481.41967773,3.3,3.4,3.4,3.5,3.5,3.6,3.6,3.6
Greenland,GRL,56661,56653,56367,56225,56023,56172,56186,56114,NA,3235809504.29871,3082884653.2456,2997309971.87623,3055782146.15957,2851613679.03433,2707139544.46695,2499113022.81675,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1146647117.68343,1108350891.26636,1230176954.70104,1358435085.31552,1160385303.83576,1103566726.94846,939162803.528646,NA,57116.295770722,54693.0766804265,53309.2035905065,54545.135857765,50765.7494665372,48181.7453541266,44536.3549705377,71.5404878048781,71.8139024390244,71.8507317073171,71.9443902439024,71.9675609756098,71.9321951219512,71.8385365853659,71.4790243902439,NA,NA,6.55624754182179,6.48950745924949,6.75630549235812,7.4921548326333,6.46724827436704,6.14469039341254,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Grenada,GRD,125438,124610,123663,122724,121838,120921,119966,118980,1224577777.77778,1122800000,1043411111.11111,1213485185.18519,1166514814.81481,1125685185.18519,1061640740.74074,997007407.407407,NA,NA,NA,NA,NA,NA,NA,NA,2.5805392590792,1.21951193916838,-0.740732597045498,0.598149764736022,0.804102313277033,0.908458255874249,1.65038994431573,-0.515448031435329,NA,NA,NA,NA,NA,NA,NA,NA,9762.4147210397,9010.5127999358,8437.5367823125,9887.92074235834,9574.3102711372,9309.26129609568,8849.51353500776,8379.62184743156,75.335,74.936,74.924,74.863,74.808,74.765,74.762,75.013,NA,NA,24.6572416056476,24.2647371353562,24.0969881609342,24.3014719560486,25.0768814910495,25.177742151728,3.93536496162415,4.09030342102051,NA,NA,3.55919337272644,3.17379999160767,NA,4.23861026763916,NA,NA,NA,NA,NA,NA,NA,NA,NA,505.40463257,469.00775146,487.60290527,438.918396,433.48513794,392.77981567,389.39382935,14.4,14.4,14.3,14.1,13.9,13.7,13.5,13.3
Guam,GUM,171774,170534,169231,168624,168678,168606,168346,167978,6910000000,6234000000,5916000000,6355000000,6051000000,6013000000,5901000000,5799000000,5.527,6.001,6.227,5.402,5.447,5.417,5.4,6.9,NA,NA,NA,NA,NA,NA,NA,NA,545000000,193000000,379000000,1414000000,1165000000,1141000000,1119000000,1048000000,40227.2753734558,36555.7601416726,34958.1341479989,37687.3991839833,35873.0836267919,35663.0250406273,35052.8079075238,34522.3779304433,78.33,76.656,76.612,77.717,77.439,77.155,76.877,76.616,NA,NA,9.57510553293178,9.88784013723531,10.0065645243546,8.62061947259407,8.95124087366923,10.7767958943295,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Guatemala,GTM,17357886,17109746,16858333,16604026,16346950,16087418,15827690,15567419,95003330315.8754,86053083476.0294,77715183063.2054,77172317258.6478,73328365862.4329,71653754066.2763,66053403469.0024,62186064718.7424,3.051,2.174,2.953,2.193,2.283,2.462,2.583,2.506,6.88512823344287,4.26105127422813,3.21444062197345,3.69998398008605,3.75186186704508,4.42453655182546,4.44844199942819,2.38872032839559,18065395862.598,15241812034.7725,12702168241.2438,13591570112.2741,13323270230.1386,13252394991.303,12387053734.7875,12331439231.3857,5473.20856444589,5029.47755484093,4609.89725752869,4647.80754129437,4485.75213495073,4454.02450948165,4173.28134863663,3994.62908519019,68.674,69.237,71.797,73.129,72.726,72.551,72.355,72.103,NA,NA,21.6357355920496,20.2102810509295,23.2233964899274,25.1845452119376,25.2167964925021,27.4004163899267,3.22940993309021,3.10634994506836,3.29503011703491,3.19297003746033,3.13193988800049,2.95009994506836,2.94474005699158,3.03032994270325,NA,13.3,13.5,14.1,14.1,14.4,14.8,15.7,NA,340.95812988,289.1265564,278.54898071,265.74734497,265.18399048,246.11730957,233.41566467,18.8,19.4,20.1,20.8,21.5,22.2,23,23.7
Guinea,GIN,13859341,13531906,13205153,12877539,12554864,12240789,11930985,11625998,20999229260.4995,16091817842.1318,14177835841.3923,13442861496.4128,11857030367.2441,10324668271.1032,8595955600.36601,8794202394.29076,5.328,5.767,5.993,5.018,4.771,4.815,5.019,5.251,10.4930409984424,12.5972882566934,10.6016203387167,9.47001039253012,9.82761701259191,8.91435947913097,8.17268112275132,11.7800825029834,9170403854.29642,6917832412.83558,6617433828.58711,4710654157.74875,4767367526.90349,4611027664.18413,2524762071.66038,1890478290.50998,1515.16794777612,1189.17599945874,1073.65933900139,1043.89988618266,944.417268657317,843.464279230956,720.473255172646,756.425589810936,58.985,58.892,59.327,59.72,59.349,59.109,58.763,58.134,NA,NA,43.7674450148382,42.8781068854259,48.4123967434209,49.7395461030353,49.6336310986966,54.2776680884158,1.98561489582062,2.04074811935425,2.43267011642456,1.85812997817993,2.38432002067566,2.3203399181366,2.54450011253357,2.51713991165161,NA,12.9,12.4,12.5,12.7,13.3,13.3,12.9,NA,44.68689728,41.6195488,42.68258667,35.30637741,33.02272034,38.91920853,43.94221497,62.2,63.7,65.2,66.6,67.8,69,70.1,71.7
Guinea-Bissau,GNB,2105566,2060721,2015828,1970457,1924955,1879826,1834552,1788919,1714166526.44573,1724555634.36594,1520479984.56808,1486476582.06759,1554133593.91699,1469978606.12143,1245074264.10396,1152384166.79638,3.204,3.628,3.614,3.219,3.196,3.137,3.192,3.224,9.39383877456591,2.24248879577659,1.14000939393213,0.24660026814783,0.381324702791081,1.69111461822289,1.50312055861088,1.47672048910494,360848896.841446,425603146.300248,353021091.956536,401388597.896179,395944553.849329,390049715.257766,296013057.520557,288634342.955778,814.111990051955,836.870024795178,754.27069401163,754.381639420495,807.36100008415,781.975888258504,678.680279492738,644.179063890749,59.861,59.652,59.999,60.882,60.502,60.066,59.674,59.128,NA,NA,50.2127655060307,48.5028970455265,54.1409784310321,56.7814512632763,52.6997265729536,56.920191943344,NA,NA,NA,NA,NA,NA,NA,NA,NA,37.9,36.8,35.3,33.1,32.9,34,35.1,NA,68.81868744,68.04572296,54.0177002,58.78644943,54.74217224,56.52604294,52.38645935,48.6,50.1,51.5,53.1,54.7,56.4,58.1,60
Guyana,GUY,808726,804567,797202,798753,785514,763252,759087,755031,14718388489.2086,8041362110.31175,5471256594.72422,5173760191.84652,4787636997.85343,4748174334.14044,4482697336.56174,4279840193.7046,12.423,14.927,15.701,13.525,14.019,13.813,13.563,13.273,6.11505550109935,5.03285574626702,0.99333702283873,2.08723089162013,1.28284288443528,1.90465615515584,0.836008061506207,-1.00173432776374,NA,NA,NA,NA,NA,NA,NA,NA,18199.4748396968,9994.64570422569,6863.07434593017,6477.29672607993,6094.90982700936,6220.97856820609,5905.38019563205,5668.42976474423,65.989,65.673,68.486,69.124,68.896,68.667,68.384,68.201,NA,NA,25.460668047299,26.0920734823741,25.7636448984049,25.2164770735339,25.3854930398264,25.8352498994325,NA,NA,NA,NA,4.45058012008667,4.6647801399231,4.73775005340576,3.89569997787476,NA,2.5,3,3.6,3.5,3.3,3.4,4.5,NA,470.56878662,377.86999512,317.6022644,298.95074463,268.69104004,237.30305481,228.02095032,22.3,23,23.7,24.4,25.2,25.9,26.6,27.4
